sample_lib,Block,Input Conc.,captured_lib,Bait,sequencing_lib,sequencing_run,fastq_file,fastq_path,bam_bai_file,bam_file,bam_bai_file_path,bam_file_path,matching_normal_sl,area_type
N3_7,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
N3_8,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Normal
N3_9,,,BB6_CL,NimV1,BB6_SeqL,Nimblegen3_BB6,,,,,,,,Tumor
NMLP-001,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB002,"{'NMLP-001_S1_L001_R1_001.fastq.gz': 'bcc73e0f85d92bd7f4361ee74ebc9cb9', 'NMLP-001_S1_L002_R1_001.fastq.gz': '8eda65864747e1bdc3e24058d624000b', 'NMLP-001_S1_L003_R1_001.fastq.gz': '4e91987401c93712868715ad427b3366', 'NMLP-001_S1_L004_R1_001.fastq.gz': '792caeda65ab0e34a73d9a7ee302bc4e', 'NMLP-001_S1_L001_R2_001.fastq.gz': 'cf973ff4f8770adee682f1bf5c63aa1f', 'NMLP-001_S1_L002_R2_001.fastq.gz': 'ea617c0d9b400cd5eb645c35840d1bab', 'NMLP-001_S1_L003_R2_001.fastq.gz': '58ea2fb22cc7eb16cef6bef224135c68', 'NMLP-001_S1_L004_R2_001.fastq.gz': '7bf06de5220a99eab541385b8406aad0'}",HiSeqData/BCB002/fastq,{'NMLP-001.deduplicated.realign.bam.bai': ''},{'NMLP-001.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-001,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB006,"{'NMLP-001_S16_L001_R1_001.fastq.gz': 'fb8bababf7aaf5c9aba70c3dd54bc3fa', 'NMLP-001_S16_L002_R1_001.fastq.gz': '25a99040fe2b19ee58d467eb3121e5d2', 'NMLP-001_S16_L003_R1_001.fastq.gz': '2d42111326f00c1d592953f60fdd2e14', 'NMLP-001_S16_L004_R1_001.fastq.gz': 'aa8885a9161bc6f7d767cc93259fa888', 'NMLP-001_S16_L001_R2_001.fastq.gz': '334844c2d88c73f3cbad96595c6229d6', 'NMLP-001_S16_L002_R2_001.fastq.gz': 'a544b3e7caa2df9cea41bc8e71578059', 'NMLP-001_S16_L003_R2_001.fastq.gz': '4b40f8083510b573e1bdba47f29245be', 'NMLP-001_S16_L004_R2_001.fastq.gz': '5b745ed68679e9b9ed2e3ca93c667513'}",HiSeqData/BCB006/fastq,,,,,,Nodular Mel
NMLP-001,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB008,"{'NMLP-001_S25_L004_R1_001.fastq.gz': '26c88f3fc8a4c159fdac91e964a54e4a', 'NMLP-001_S25_L004_R2_001.fastq.gz': '3e2614f901556850c6c93a9c7ac0803c'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-001,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB013,"{'NMLP-001_S48_L008_R1_001.fastq.gz': '3c53edc7f0203ff4c768681fce9c5e31', 'NMLP-001_S48_L008_R2_001.fastq.gz': '82f51a642eeac3527f66a047a7b7cdf1'}",HiSeqData/BCB013/fastq,,,,,,Nodular Mel
NMLP-003,,,SGPC-06,Small Gene Panel,,BCB002,"{'NMLP-003_S2_L001_R1_001.fastq.gz': '2c7fc057964a7b19f25ae814155099d5', 'NMLP-003_S2_L002_R1_001.fastq.gz': '0dfc9c3073e39223f5181cd76a5ccea5', 'NMLP-003_S2_L003_R1_001.fastq.gz': 'dff929e7960e99ca247d15490895c711', 'NMLP-003_S2_L004_R1_001.fastq.gz': '9a68ed8b34dd91a909099880dfbd1aca', 'NMLP-003_S2_L001_R2_001.fastq.gz': '233994c9c0a0147844d5660e01ab0557', 'NMLP-003_S2_L002_R2_001.fastq.gz': 'efe7febb66f59646f5c459ed01b447cd', 'NMLP-003_S2_L003_R2_001.fastq.gz': 'ccc83553722f73425a538d823ead319a', 'NMLP-003_S2_L004_R2_001.fastq.gz': '5715f594528c81c6e360d092ce237ff6'}",HiSeqData/BCB002/fastq,{'NMLP-003.deduplicated.realign.bam.bai': ''},{'NMLP-003.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-003,,,SGPC-06,Small Gene Panel,,BCB008,"{'NMLP-003_S26_L004_R1_001.fastq.gz': '3562e75a1b654692bd703ce7651f80b7', 'NMLP-003_S26_L004_R2_001.fastq.gz': '72722a20eca318cb0c845a0a5db73a16'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-004,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB002,"{'NMLP-004_S3_L001_R1_001.fastq.gz': '6001ecc15b92c29887f0d5bbcbc43e82', 'NMLP-004_S3_L001_R2_001.fastq.gz': '246fc299a7e0d9d71b52c243ed649068', 'NMLP-004_S3_L002_R1_001.fastq.gz': '694c1169606640802364ce2feb38cbd1', 'NMLP-004_S3_L002_R2_001.fastq.gz': '66247e10c23baa2fe188a03032863230', 'NMLP-004_S3_L003_R1_001.fastq.gz': '6b213db9b4d7bab0c90004180abfb4a5', 'NMLP-004_S3_L003_R2_001.fastq.gz': 'eeb7cb1c23891e8051287502d838588b', 'NMLP-004_S3_L004_R1_001.fastq.gz': '4c817064098e2cf7b1bc215a783a098f', 'NMLP-004_S3_L004_R2_001.fastq.gz': '6ffb50a18f9eef4b16464a54978ef1ca'}",HiSeqData/BCB002/fastq,{'NMLP-004.deduplicated.realign.bam.bai': ''},{'NMLP-004.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-004,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB006,"{'NMLP-004_S17_L001_R1_001.fastq.gz': '83913bd73fab6f01266efce2e206ca1d', 'NMLP-004_S17_L001_R2_001.fastq.gz': '64ee890bc8a7ca1636c20c5d0c89dc2c', 'NMLP-004_S17_L002_R1_001.fastq.gz': '21fc1999a0dd3ac9f5a602838c0e749a', 'NMLP-004_S17_L002_R2_001.fastq.gz': '76c6ad9f1f6e2e15ebeb0c1ae71e357c', 'NMLP-004_S17_L003_R1_001.fastq.gz': '50365926b97b4ddfa010232d80e7a827', 'NMLP-004_S17_L003_R2_001.fastq.gz': '60cb39d335912201884ef60ee008fd78', 'NMLP-004_S17_L004_R1_001.fastq.gz': 'b844945b9e630abec67bc3a6ec660ed5', 'NMLP-004_S17_L004_R2_001.fastq.gz': 'fc6d9ca77b465cc78b717a88bb3622c6'}",HiSeqData/BCB006/fastq,,,,,,Nodular Mel
NMLP-004,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB008,"{'NMLP-004_S27_L004_R1_001.fastq.gz': '9d5b23ea4cf633dc3690918c8d6c5373', 'NMLP-004_S27_L004_R2_001.fastq.gz': '6a9121a3c2a3a6398d7cdfacaddf607e'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-004,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB013,"{'NMLP-004_S49_L008_R1_001.fastq.gz': 'ae673447d9f289907fd44687bdbde854', 'NMLP-004_S49_L008_R2_001.fastq.gz': 'f543cc4c1e110bc5958eca7f7e08ade2'}",HiSeqData/BCB013/fastq,,,,,,Nodular Mel
NMLP-005,,,,Small Gene Panel,,,,,,,,,,Nodular Mel
NMLP-006,,,,Small Gene Panel,,,,,,,,,,Nodular Mel
NMLP-007,,,SGPC-06,Small Gene Panel,,BCB002,"{'NMLP-007_S4_L001_R1_001.fastq.gz': '216820e11b462f5d05d9167a6e25c34a', 'NMLP-007_S4_L001_R2_001.fastq.gz': '78628470f345d8e0a86797d97829c3d6', 'NMLP-007_S4_L002_R1_001.fastq.gz': 'e8fd0298e2bc328e7f7ffb88602151f2', 'NMLP-007_S4_L002_R2_001.fastq.gz': '4eca9fb3d2c8eb3c5cdca58a45f3a916', 'NMLP-007_S4_L003_R1_001.fastq.gz': 'a8a3a6d282cd8ae909ca4404a78f635a', 'NMLP-007_S4_L003_R2_001.fastq.gz': '7ab2ede9c573ceeff6175335adcb6a08', 'NMLP-007_S4_L004_R1_001.fastq.gz': 'd0ccc0eb515c23a472166fe50c821f85', 'NMLP-007_S4_L004_R2_001.fastq.gz': 'c79dcc58aa705faf946be34145ad379c'}",HiSeqData/BCB002/fastq,{'NMLP-007.deduplicated.realign.bam.bai': ''},{'NMLP-007.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-007,,,SGPC-06,Small Gene Panel,,BCB008,"{'NMLP-007_S28_L004_R1_001.fastq.gz': 'bc52ef0ec15c2a0ef9a5a9b399252050', 'NMLP-007_S28_L004_R2_001.fastq.gz': 'ac27c06e7ab03c266e2982091582e86a'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-008,,,SGPC-06,Small Gene Panel,,BCB002,"{'NMLP-008_S5_L001_R1_001.fastq.gz': '4ca25286df15990e672de42e99277a58', 'NMLP-008_S5_L001_R2_001.fastq.gz': 'd67a757f7db4288a8d296794add096e1', 'NMLP-008_S5_L002_R1_001.fastq.gz': '47a5c61cc5ac4ec0a4e7563352cae462', 'NMLP-008_S5_L002_R2_001.fastq.gz': '2fc00b912ac71673082182e97ed7ad3e', 'NMLP-008_S5_L003_R1_001.fastq.gz': '8c487cbd3f558dda1ccea2e92926a634', 'NMLP-008_S5_L003_R2_001.fastq.gz': '4e75d4a3dad2b2adab127fdf364a30f5', 'NMLP-008_S5_L004_R1_001.fastq.gz': '8745dfd463de65640ecfe9334b653b25', 'NMLP-008_S5_L004_R2_001.fastq.gz': '827b2d0e15618e0645a4ca1fea92d0d7'}",HiSeqData/BCB002/fastq,{'NMLP-008.deduplicated.realign.bam.bai': ''},{'NMLP-008.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-008,,,SGPC-06,Small Gene Panel,,BCB008,"{'NMLP-008_S29_L004_R1_001.fastq.gz': '5b1540a407f98273e93e26e95da4afbd', 'NMLP-008_S29_L004_R2_001.fastq.gz': '41334222c2fad4c25ecdb7cfebc263c9'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-009,,,"SGPC-06,SGPC-10,SGPC-14",Small Gene Panel,,BCB002,"{'NMLP-009_S6_L001_R1_001.fastq.gz': '0410fb19e769aad95cc77a3ae115efa9', 'NMLP-009_S6_L001_R2_001.fastq.gz': 'f763bffaaec14b587b83d818b5229a25', 'NMLP-009_S6_L002_R1_001.fastq.gz': '738fd5f174f52eb482b1e5ccabed8d58', 'NMLP-009_S6_L002_R2_001.fastq.gz': 'b55c06cebb7553afadb3e24328cfb3d5', 'NMLP-009_S6_L003_R1_001.fastq.gz': '0ff15c1f59b2b9ca9cf13c4478b5e82e', 'NMLP-009_S6_L003_R2_001.fastq.gz': 'd66be8b25d79a29c7dfeb4816070158b', 'NMLP-009_S6_L004_R1_001.fastq.gz': 'ad3d20db675a6dc7b32dd900ace990ae', 'NMLP-009_S6_L004_R2_001.fastq.gz': 'a3312d6c6e2ebe060ba4a41b650887e0'}",HiSeqData/BCB002/fastq,{'NMLP-009.deduplicated.realign.bam.bai': ''},{'NMLP-009.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-009,,,"SGPC-06,SGPC-10,SGPC-14",Small Gene Panel,,BCB006,"{'NMLP-009_S18_L001_R1_001.fastq.gz': '7a36371a35d1d62c993c96f7bac61713', 'NMLP-009_S18_L001_R2_001.fastq.gz': '51c4eacfe75e08e5404b2163b78c66a8', 'NMLP-009_S18_L002_R1_001.fastq.gz': '2bd244e2ef5d03425f836225bd073631', 'NMLP-009_S18_L002_R2_001.fastq.gz': '01f363ae509f4aa3fa1f4c6ce8e5cc37', 'NMLP-009_S18_L003_R1_001.fastq.gz': '1ec745f7ff8554b1563431d55bbb0faa', 'NMLP-009_S18_L003_R2_001.fastq.gz': 'd1c54b92ebdcc6b69142c8c26aaf9641', 'NMLP-009_S18_L004_R1_001.fastq.gz': 'b7f1a22127f73dabbadfabf2c4531b6a', 'NMLP-009_S18_L004_R2_001.fastq.gz': '53cf9f5509199e43c7698f4a3b80ec11'}",HiSeqData/BCB006/fastq,,,,,,Nodular Mel
NMLP-009,,,"SGPC-06,SGPC-10,SGPC-14",Small Gene Panel,,BCB008,"{'NMLP-009_S30_L004_R1_001.fastq.gz': 'c4de8f4df00170a3571a28c12267afd4', 'NMLP-009_S30_L004_R2_001.fastq.gz': 'bcda0f80ece1fa0b77e378afed015533'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-009,,,"SGPC-06,SGPC-10,SGPC-14",Small Gene Panel,,BCB015,"{'NMLP-009_S248_L008_R1_001.fastq.gz': '5e54fad305e6058b313af0760c0b746e', 'NMLP-009_S248_L008_R2_001.fastq.gz': '04ab8c3bbd6013b6e9477434a8b839d6'}",HiSeqData/BCB015/fastq,,,,,,Nodular Mel
NMLP-010,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB002,"{'NMLP-010_S7_L001_R1_001.fastq.gz': '58d5882560c809959bb449cc196222e5', 'NMLP-010_S7_L001_R2_001.fastq.gz': 'ff2bacaf3c7039bc4b1f7cf41b845a32', 'NMLP-010_S7_L002_R1_001.fastq.gz': '01b6e01450c1b6072a643bf0c8b69446', 'NMLP-010_S7_L002_R2_001.fastq.gz': '8f6af9d6532dd1cfe60c0d1c9006c02b', 'NMLP-010_S7_L003_R1_001.fastq.gz': 'cf6fbdc94fae495185fd1fb6453fc08b', 'NMLP-010_S7_L003_R2_001.fastq.gz': '16f4cedf62cfca72226713e51d449c22', 'NMLP-010_S7_L004_R1_001.fastq.gz': '21fb4855fb899ce3f6419e7c5a0c20e5', 'NMLP-010_S7_L004_R2_001.fastq.gz': 'dcff663e16b89f702f3d72b43a77029b'}",HiSeqData/BCB002/fastq,{'NMLP-010.deduplicated.realign.bam.bai': ''},{'NMLP-010.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-010,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB006,"{'NMLP-010_S19_L001_R1_001.fastq.gz': '9f9335cf97a808b2613107761b590dcd', 'NMLP-010_S19_L001_R2_001.fastq.gz': 'b1af9bbc22a649ada61543a3f856449d', 'NMLP-010_S19_L002_R1_001.fastq.gz': '16fd7d764bbf52b4c93f1a5df6a5484a', 'NMLP-010_S19_L002_R2_001.fastq.gz': 'baedefa06e763e0ac1d5efcbf93c3b74', 'NMLP-010_S19_L003_R1_001.fastq.gz': '4f584ecb88dd9e05fd9a26b0b31c412f', 'NMLP-010_S19_L003_R2_001.fastq.gz': '74238a7139720b03559a644d00e89323', 'NMLP-010_S19_L004_R1_001.fastq.gz': '9f534e2e4bd65a798d40c3549596761e', 'NMLP-010_S19_L004_R2_001.fastq.gz': 'aaf5adebfbbdd97b097cf163731d2e82'}",HiSeqData/BCB006/fastq,,,,,,Nodular Mel
NMLP-010,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB008,"{'NMLP-010_S31_L004_R1_001.fastq.gz': '2b9b9c87f9b764cbb23d612f3a27d557', 'NMLP-010_S31_L004_R2_001.fastq.gz': 'de4feb8fa98dee13799051e192f2567c'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-010,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB013,"{'NMLP-010_S50_L008_R1_001.fastq.gz': '2c0efd044775f1e25d8128aa0ff9d1d1', 'NMLP-010_S50_L008_R2_001.fastq.gz': '7ff49f5b3207882c46ec4cc0fbd1317a'}",HiSeqData/BCB013/fastq,,,,,,Nodular Mel
NMLP-011,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB002,"{'NMLP-011_S8_L001_R1_001.fastq.gz': '933fb4e405a38365fe0f794843e48335', 'NMLP-011_S8_L001_R2_001.fastq.gz': 'aadf1e12b9303d44ff2a338f5332c41a', 'NMLP-011_S8_L002_R1_001.fastq.gz': '8004d9f230a61b47fd56503559323f4b', 'NMLP-011_S8_L002_R2_001.fastq.gz': '0c0a9f034d5e1847b5e751f06665a650', 'NMLP-011_S8_L003_R1_001.fastq.gz': 'f5d71b8d7323aad3876075e123df2ac6', 'NMLP-011_S8_L003_R2_001.fastq.gz': '5ff5ffbe8192b8f68ba868c9db693500', 'NMLP-011_S8_L004_R1_001.fastq.gz': '2ca38b916841a5ff90a3bc949911a5f1', 'NMLP-011_S8_L004_R2_001.fastq.gz': 'ed46015bb263dba4d693461d76b1c110'}",HiSeqData/BCB002/fastq,{'NMLP-011.deduplicated.realign.bam.bai': ''},{'NMLP-011.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-011,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB006,"{'NMLP-011_S20_L001_R1_001.fastq.gz': '18759be7b38958b1012597cf606325ac', 'NMLP-011_S20_L001_R2_001.fastq.gz': '386aa570388cbc7379d20226e6839d9d', 'NMLP-011_S20_L002_R1_001.fastq.gz': '836729cc64193d0161600d10f9b083f0', 'NMLP-011_S20_L002_R2_001.fastq.gz': 'e5b725d6b5f30a32385af8e6d0f6278d', 'NMLP-011_S20_L003_R1_001.fastq.gz': 'a5b7bb44f2e76b65751fc884ea2f71c9', 'NMLP-011_S20_L003_R2_001.fastq.gz': '2ff0cf22440f24276d2e6a476aaf1a6f', 'NMLP-011_S20_L004_R1_001.fastq.gz': 'ad34eaf5a74197962f54fda644f4c6ba', 'NMLP-011_S20_L004_R2_001.fastq.gz': '88b0114918d26d81dbfc751b934755ee'}",HiSeqData/BCB006/fastq,,,,,,Nodular Mel
NMLP-011,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB008,"{'NMLP-011_S32_L004_R1_001.fastq.gz': 'f157f69dd5a59e1c8d715460692a20c2', 'NMLP-011_S32_L004_R2_001.fastq.gz': 'd6e2beb8d81ba77b8c54ee2ecceecbda'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-011,,,"SGPC-06,SGPC-10,SGPC-13",Small Gene Panel,,BCB013,"{'NMLP-011_S51_L008_R1_001.fastq.gz': 'acd469e6747c09e9eef06b43b1cc8822', 'NMLP-011_S51_L008_R2_001.fastq.gz': 'e41de877edc40e516c2d864d6cba3541'}",HiSeqData/BCB013/fastq,,,,,,Nodular Mel
NMLP-012,,,SGPC-06,Small Gene Panel,,BCB002,"{'NMLP-012_S9_L001_R1_001.fastq.gz': '13f3d871501297eb55d4ce958a62dc01', 'NMLP-012_S9_L001_R2_001.fastq.gz': '3ab555ea8690311809d5ce95e3bb2d80', 'NMLP-012_S9_L002_R1_001.fastq.gz': '20c12ac9e2eae7e71fb883e3cf11c3c0', 'NMLP-012_S9_L002_R2_001.fastq.gz': 'da6f06113f7129567393e3ce16a25052', 'NMLP-012_S9_L003_R1_001.fastq.gz': 'fd4c18c6e6009e84a39f851fe36e14da', 'NMLP-012_S9_L003_R2_001.fastq.gz': '34ee19857d17fa5926bd2266ea2bc3b9', 'NMLP-012_S9_L004_R1_001.fastq.gz': '924c651577281586484729739d096b54', 'NMLP-012_S9_L004_R2_001.fastq.gz': '5fbe3c4d0faf32919cc376b7af54ad8c'}",HiSeqData/BCB002/fastq,{'NMLP-012.deduplicated.realign.bam.bai': ''},{'NMLP-012.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-012,,,SGPC-06,Small Gene Panel,,BCB008,"{'NMLP-012_S33_L004_R1_001.fastq.gz': '96e5182362e443607eca4b184b9ace89', 'NMLP-012_S33_L004_R2_001.fastq.gz': '11d8f80abf0337c0e50daff5eb621446'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-013,,,SGPC-06,Small Gene Panel,,BCB002,"{'NMLP-013_S10_L001_R1_001.fastq.gz': 'f59cb92d10aa98723e187a9895da8a9e', 'NMLP-013_S10_L001_R2_001.fastq.gz': '38696aedc199d15eba03b75553120c7a', 'NMLP-013_S10_L002_R1_001.fastq.gz': '31878cb057fb2b45bdb7e1b8c55ff2ec', 'NMLP-013_S10_L002_R2_001.fastq.gz': 'd065e2e12a44293243d9b10bca2015be', 'NMLP-013_S10_L003_R1_001.fastq.gz': 'cb335f4cc47c56603cf6bc3dce4ec151', 'NMLP-013_S10_L003_R2_001.fastq.gz': 'e0a030c8640a4f699cd245bd4214f718', 'NMLP-013_S10_L004_R1_001.fastq.gz': '989b922a6b8729d802e30466ea3cb835', 'NMLP-013_S10_L004_R2_001.fastq.gz': 'aa6eba27268f9c5ba537554b0cafdf3c'}",HiSeqData/BCB002/fastq,{'NMLP-013.deduplicated.realign.bam.bai': ''},{'NMLP-013.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-013,,,SGPC-06,Small Gene Panel,,BCB008,"{'NMLP-013_S34_L004_R1_001.fastq.gz': 'daa3aaf5605f5c977f168dfb709cd582', 'NMLP-013_S34_L004_R2_001.fastq.gz': '9f9c8a020cfd89d11733be75d88dad9d'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-014,,,SGPC-07,Small Gene Panel,,BCB002,"{'NMLP-014_S93_L001_R1_001.fastq.gz': 'd05fedea043966771671b6335fb65995', 'NMLP-014_S93_L001_R2_001.fastq.gz': 'c39311e86bcd67153cd6862512346e21', 'NMLP-014_S93_L002_R1_001.fastq.gz': '784b2d59b2dc9f3f78dde5b094434601', 'NMLP-014_S93_L002_R2_001.fastq.gz': '5bafc0c15dfba14d718db4be5720e6a9', 'NMLP-014_S93_L003_R1_001.fastq.gz': '4883003d3d9a7e72fd59f0c8a354b768', 'NMLP-014_S93_L003_R2_001.fastq.gz': 'e51537a57bd7142102784a7436caaa28', 'NMLP-014_S93_L004_R1_001.fastq.gz': 'd7695d0e801080f9bb2dcf0713ee0f54', 'NMLP-014_S93_L004_R2_001.fastq.gz': '1a9b826531b00c164122a22a09c51fcd'}",HiSeqData/BCB002/fastq,{'NMLP-014.deduplicated.realign.bam.bai': ''},{'NMLP-014.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-014,,,SGPC-07,Small Gene Panel,,BCB008,"{'NMLP-014_S117_L004_R1_001.fastq.gz': '516a1cfac50079e9df3c2c13f94bc749', 'NMLP-014_S117_L004_R2_001.fastq.gz': 'fd5785d771ce6306a5270d6bf1ebabab'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-015,,,SGPC-06,Small Gene Panel,,BCB002,"{'NMLP-015_S11_L001_R1_001.fastq.gz': '46a8da827a5e330a3556a939ca1b82ac', 'NMLP-015_S11_L001_R2_001.fastq.gz': '8cca93bad21fc1ce06530ff00f18885a', 'NMLP-015_S11_L002_R1_001.fastq.gz': 'a840345b45b380577c051a9d73c94539', 'NMLP-015_S11_L002_R2_001.fastq.gz': '38216843a8e39cd5349d319804d7da6d', 'NMLP-015_S11_L003_R1_001.fastq.gz': '1a1d205f9c67bfed492bacdef89292e6', 'NMLP-015_S11_L003_R2_001.fastq.gz': '9f374da061b66f25cc824eafc71352f2', 'NMLP-015_S11_L004_R1_001.fastq.gz': 'db5ce4f300d0b027c88c7399f93712ac', 'NMLP-015_S11_L004_R2_001.fastq.gz': '33b0feb8e26385e54f51f19d48818d54'}",HiSeqData/BCB002/fastq,{'NMLP-015.deduplicated.realign.bam.bai': ''},{'NMLP-015.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-015,,,SGPC-06,Small Gene Panel,,BCB008,"{'NMLP-015_S35_L004_R1_001.fastq.gz': '59db0e0043dd1a2dc9919ec258dde925', 'NMLP-015_S35_L004_R2_001.fastq.gz': '8c4f3354fe50e9ac7c93f627308b13b5'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-016,,,"SGPC-06,SGPC-14",Small Gene Panel,,BCB002,"{'NMLP-016_S12_L001_R1_001.fastq.gz': 'a94b7b5f0f169fa90acf0219472c205b', 'NMLP-016_S12_L001_R2_001.fastq.gz': '1ea478d62f1e926b8c3c24ee68fef3de', 'NMLP-016_S12_L002_R1_001.fastq.gz': 'f5064d10900f65e01daaab04b7d926b7', 'NMLP-016_S12_L002_R2_001.fastq.gz': 'dac309b01514a9bac1a093ab17f8162d', 'NMLP-016_S12_L003_R1_001.fastq.gz': 'ff05d687fb42ecdf14dbc5d58adbc729', 'NMLP-016_S12_L003_R2_001.fastq.gz': '869e8e0a03188d171ed285e60b9a940e', 'NMLP-016_S12_L004_R1_001.fastq.gz': '6fc7a78675731fcee879578a6e7af630', 'NMLP-016_S12_L004_R2_001.fastq.gz': '3bd15944b9f756b9459312d7835ad25d'}",HiSeqData/BCB002/fastq,{'NMLP-016.deduplicated.realign.bam.bai': ''},{'NMLP-016.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
NMLP-016,,,"SGPC-06,SGPC-14",Small Gene Panel,,BCB008,"{'NMLP-016_S36_L004_R1_001.fastq.gz': '0bcb3c0a7d69ee26e3d76101e8f5d9cb', 'NMLP-016_S36_L004_R2_001.fastq.gz': 'a40632aa60269731d01d5166c6c0de1d'}",HiSeqData/BCB008/fastq,,,,,,Nodular Mel
NMLP-016,,,"SGPC-06,SGPC-14",Small Gene Panel,,BCB015,"{'NMLP-016_S249_L008_R1_001.fastq.gz': 'bf8d0c7ab721eb4e12b78e3ccc9dc544', 'NMLP-016_S249_L008_R2_001.fastq.gz': '6ddba9e427188eaee2e705c5d13c2c88'}",HiSeqData/BCB015/fastq,,,,,,Nodular Mel
NMLP-017,,,"SGPC-06,SGPC-14",Small Gene Panel,,BCB002,"{'NMLP-017_S13_L001_R1_001.fastq.gz': '8fc07dc793e399569645e88bb5dbe8dd', 'NMLP-017_S13_L001_R2_001.fastq.gz': '8f7524842f6aeca2c174ccb3f843bd91', 'NMLP-017_S13_L002_R1_001.fastq.gz': '11fea3259e9e83ee91fe1155d26d0016', 'NMLP-017_S13_L002_R2_001.fastq.gz': '5e841a0e67eae92a5c7954aa0855fc44', 'NMLP-017_S13_L003_R1_001.fastq.gz': '92ab3278d209bbe25ceeb075b911a7ef', 'NMLP-017_S13_L003_R2_001.fastq.gz': '8873cd4d6b2df88843f9de13a51be6e2', 'NMLP-017_S13_L004_R1_001.fastq.gz': '85cd1f2aaf4ef35231cebb7f56af8af4', 'NMLP-017_S13_L004_R2_001.fastq.gz': '0b841ca7f44f89163701ee95160fee39'}",HiSeqData/BCB002/fastq,{'NMLP-017.deduplicated.realign.bam.bai': ''},{'NMLP-017.deduplicated.realign.bam': ''},HiSeqData/BCB002/Analysis/bams,HiSeqData/BCB002/Analysis/bams,,Nodular Mel
