Area_ID,Area,Block_ID,Collection method,Area type,HE image,NA_ID,Completion date,People in charge,Notes,Assigned projects
833 MELANOMA,833,19Rig750007.02.10.01,Scraping,MELANOMA,,CM D-27,,Noel/Chenxu,,Conjunctival Melanoma
834 NORMAL,834,19Rig750007.02.10.02,Scraping,NORMAL,,CM D-28,,Noel/Chenxu,,Conjunctival Melanoma
835 MELANOMA,835,19rig750007.02.11.01,Scraping,MELANOMA,,CM D-29,,Noel/Chenxu,,Conjunctival Melanoma
837 MELANOMA,837,19Rig750007.03.01.03,Scraping,MELANOMA,,CM D-30,,Noel/Chenxu,,Conjunctival Melanoma
838 MELANOMA,838,19Rig750007.03.02.03,Scraping,MELANOMA,,CM D-31,,Noel/Chenxu,,Conjunctival Melanoma
984 Normal,984,19Rig750007.03.02.05,Scraping,Normal,,CM D-73,,Noel/Chenxu,,Conjunctival Melanoma
839 MELANOMA,839,19Rig750007.03.03.03,Scraping,MELANOMA,,CM D-32,,Noel/Chenxu,,Conjunctival Melanoma
840 PAM,840,19Rig750007.03.03.04,Scraping,PAM,,CM D-33,,Noel/Chenxu,,Conjunctival Melanoma
841 NORMAL,841,19Rig750007.03.03.05,Scraping,NORMAL,,CM D-34,,Noel/Chenxu,,Conjunctival Melanoma
842 MELANOMA,842,19Rig750007.03.04.02,Scraping,MELANOMA,,CM D-35,,Noel/Chenxu,,Conjunctival Melanoma
985 Normal,985,19Rig750007.03.04.03,Scraping,Normal,,CM D-74,,Noel/Chenxu,,Conjunctival Melanoma
843 MELANOMA,843,19Rig750007.03.05.02,Scraping,MELANOMA,,CM D-36,,Noel/Chenxu,,Conjunctival Melanoma
844 MELANOMA,844,19Rig750007.03.07.03,Scraping,MELANOMA,,CM D-37,,Noel/Chenxu,,Conjunctival Melanoma
986 Normal,986,19Rig750007.03.07.05,Scraping,Normal,,CM D-75,,Noel/Chenxu,,Conjunctival Melanoma
845 MELANOMA,845,19Rig750007.03.08.03,Scraping,MELANOMA,,CM D-38,,Noel/Chenxu,,Conjunctival Melanoma
987 Normal,987,19Rig750007.03.08.05,Scraping,Normal,,CM D-76,,Noel/Chenxu,,Conjunctival Melanoma
846 MELANOMA,846,19Rig750007.03.11.02,Scraping,MELANOMA,,CM D-39,,Noel/Chenxu,,Conjunctival Melanoma
988 Normal,988,19Rig750007.03.11.03,Scraping,Normal,,CM D-77,,Noel/Chenxu,,Conjunctival Melanoma
847 MELANOMA,847,19Rig750007.03.12.02,Scraping,MELANOMA,,CM D-40,,Noel/Chenxu,,Conjunctival Melanoma
848 NORMAL,848,19Rig750007.03.12.03,Scraping,NORMAL,,CM D-41,,Noel/Chenxu,,Conjunctival Melanoma
989 Normal,989,19Rig750007.03.12.05,Scraping,Normal,,CM D-78,,Noel/Chenxu,,Conjunctival Melanoma
850 NEVUS,850,19Rig750007.04.01.03,Scraping,NEVUS,,CM D-42,,Noel/Chenxu,,Conjunctival Melanoma
851 NEVUS,851,19Rig750007.04.02.03,Scraping,NEVUS,,CM D-43,,Noel/Chenxu,,Conjunctival Melanoma
852 NEVUS,852,19Rig750007.04.03.03,Scraping,NEVUS,,CM D-44,,Noel/Chenxu,,Conjunctival Melanoma
853 NEVUS,853,19Rig750007.04.04.03,Scraping,NEVUS,,CM D-45,,Noel/Chenxu,,Conjunctival Melanoma
854 NEVUS,854,19Rig750007.04.05.03,Scraping,NEVUS,,CM D-46,,Noel/Chenxu,,Conjunctival Melanoma
855 NEVUS,855,19Rig750007.04.06.03,Scraping,NEVUS,,CM D-47,,Noel/Chenxu,,Conjunctival Melanoma
856 NEVUS,856,19Rig750007.04.07.03,Scraping,NEVUS,,CM D-48,,Noel/Chenxu,,Conjunctival Melanoma
990 Normal,990,19Rig750007.04.07.09,Scraping,Normal,,CM D-79,,Noel/Chenxu,,Conjunctival Melanoma
857 NEVUS,857,19Rig750007.04.09.03,Scraping,NEVUS,,CM D-49,,Noel/Chenxu,,Conjunctival Melanoma
858 NEVUS,858,19Rig750007.04.10.03,Scraping,NEVUS,,CM D-50,,Noel/Chenxu,,Conjunctival Melanoma
859 NEVUS,859,19Rig750007.04.12.03,Scraping,NEVUS,,CM D-51,,Noel/Chenxu,,Conjunctival Melanoma
991 Normal,991,19Rig750007.04.12.08,Scraping,Normal,,CM D-80,,Noel/Chenxu,,Conjunctival Melanoma
860 NEVUS,860,19Rig750007.04.13.03,Scraping,NEVUS,,CM D-52,,Noel/Chenxu,,Conjunctival Melanoma
992 Normal,992,19Rig750007.04.13.08,Scraping,Normal,,CM D-81,,Noel/Chenxu,,Conjunctival Melanoma
861 NEVUS,861,19Rig750007.04.15.03,Scraping,NEVUS,,CM D-53,,Noel/Chenxu,,Conjunctival Melanoma
863 PAM,863,19Rig750007.05.01.03,Scraping,PAM,,CM D-54,,Noel/Chenxu,,Conjunctival Melanoma
864 NORMAL,864,19Rig750007.05.01.04,Scraping,NORMAL,,CM D-55,,Noel/Chenxu,,Conjunctival Melanoma
865 PAM,865,19Rig750007.05.02.03,Scraping,PAM,,CM D-56,,Noel/Chenxu,,Conjunctival Melanoma
866 NORMAL,866,19Rig750007.05.02.04,Scraping,NORMAL,,CM D-57,,Noel/Chenxu,,Conjunctival Melanoma
867 PAM,867,19Rig750007.05.04.03,Scraping,PAM,,CM D-58,,Noel/Chenxu,,Conjunctival Melanoma
868 PAM,868,19Rig750007.05.05.03,Scraping,PAM,,CM D-59,,Noel/Chenxu,,Conjunctival Melanoma
993 Normal,993,19Rig750007.05.05.08,Scraping,Normal,,CM D-82,,Noel/Chenxu,,Conjunctival Melanoma
869 PAM,869,19Rig750007.05.06.03,Scraping,PAM,,CM D-60,,Noel/Chenxu,,Conjunctival Melanoma
870 NORMAL,870,19Rig750007.05.06.04,Scraping,NORMAL,,CM D-61,,Noel/Chenxu,,Conjunctival Melanoma
994 Normal,994,19Rig750007.05.06.10,Scraping,Normal,,CM D-83,,Noel/Chenxu,,Conjunctival Melanoma
871 PAM,871,19Rig750007.05.07.03,Scraping,PAM,,CM D-62,,Noel/Chenxu,,Conjunctival Melanoma
817 PAM,817,19Rig750007.05.11.03,Scraping,PAM,,CM D-12,,Noel/Chenxu,,Conjunctival Melanoma
872 PAM,872,19Rig750007.05.13.03,Scraping,PAM,,CM D-63,,Noel/Chenxu,,Conjunctival Melanoma
995 Normal,995,19Rig750007.05.13.09,Scraping,Normal,,CM D-84,,Noel/Chenxu,,Conjunctival Melanoma
873 PAM,873,19Rig750007.05.14.03,Scraping,PAM,,CM D-64,,Noel/Chenxu,,Conjunctival Melanoma
874 PAM,874,19Rig750007.05.15.03,Scraping,PAM,,CM D-65,,Noel/Chenxu,,Conjunctival Melanoma
875 PAM,875,19Rig750007.05.16.01,Scraping,PAM,,CM D-66,,Noel/Chenxu,,Conjunctival Melanoma
877 PAM,877,19Rig750007.06.01,Scraping,PAM,,CM D-67,,Noel/Chenxu,,Conjunctival Melanoma
822 MELANOMA,822,19rig75000701.18.01,Scraping,MELANOMA,,CM D-17,,Noel/Chenxu,,Conjunctival Melanoma
823 NORMAL,823,19rig75000701.18.02,Scraping,NORMAL,,CM D-18,,Noel/Chenxu,,Conjunctival Melanoma
2608 Spitz Nevus,2608,20-5264,Scraping,Spitz Nevus,,"DMS-040,RMS-040",,,,Superficial Congenital Nevi
2609 Normal,2609,20-5264,Scraping,Normal,,"DMS-040N,RMS-040N",,,,Superficial Congenital Nevi
2507 MIS,2507,20-6751,Scraping,MIS,,"LMM R-026,LMM D-026",,,,Lentigo Maligna Melanoma
2506 Invasive,2506,20-6751,Scraping,Invasive,,"LMM R-025,LMM D-025",,,,Lentigo Maligna Melanoma
2663 Normal,2663,20-8536D,Scraping,Normal,,AM2 D-563,,,,Acral Melanoma
2661 Invasive,2661,20-8536E,Scraping,Invasive,,,,,,Acral Melanoma
2662 MIS,2662,20-8536E,Scraping,MIS,,,,,,Acral Melanoma
1579 Met1,1579,20-09338A1,Scraping,Met1,,"AM2 D-412,AM2 D-413,AM2 R-412,AM2 R-413",,Noel/Chenxu,,Acral Melanoma
2668 MIS,2668,20-10245D1,Scraping,MIS,,,,,,Mucosal Melanoma
2669 Normal,2669,20-10245F1,Scraping,Normal,,MucM D-006,,,,Mucosal Melanoma
2667 Invasive,2667,20-10245H3,Scraping,Invasive,,,,,,Mucosal Melanoma
2508 Normal,2508,20-11796D,Scraping,Normal,,LMM D-027,,,,Lentigo Maligna Melanoma
2599 Spitz Nevus,2599,20-14475,Scraping,Spitz Nevus,,"DMS-035,RMS-035",,,,Superficial Congenital Nevi
2600 Normal,2600,20-14475,Scraping,Normal,,DMS-035N,,,,Superficial Congenital Nevi
2024 Intramucosal Nevus,2024,20-16705,Scraping,Intramucosal Nevus,,"OM-25D,OM-25D-2",,Noel/Chenxu,,Oral Mucosal Melanoma
2675 Normal,2675,20-16903A2,Scraping,Normal,,MucM D-012,,,,Mucosal Melanoma
2674 MIS,2674,20-16903C1,Scraping,MIS,,,,,,Mucosal Melanoma
2673 Invasive,2673,20-16903C4,Scraping,Invasive,,,,,,Mucosal Melanoma
2522 MIS,2522,20-18383A1,Scraping,MIS,,"LMM R-041,LMM D-041",,,,Lentigo Maligna Melanoma
2521 Invasive,2521,20-18383A1,Scraping,Invasive,,"LMM R-040,LMM D-040",,,,Lentigo Maligna Melanoma
2523 Normal,2523,20-18383B2,Scraping,Normal,,LMM D-042,,,,Lentigo Maligna Melanoma
2557 Normal,2557,20-18514A,Scraping,Normal,,KA D-31,,,,Keratoacanthoma
2558 Keratoacanthoma,2558,20-18514B,Scraping,Keratoacanthoma,,"KA D-32,KA R-32",,,,Keratoacanthoma
1576 Subcutaneous Met 2,1576,20-21458A1,Scraping,Subcutaneous Met 2,,"AM2 D-372,AM2 D-374,AM2 D-373,AM2 D-375,AM2 D-376,AM2 R-372,AM2 R-373,AM2 R-374,AM2 R-375,AM2 R-376",,Noel/Chenxu,Used to compare CELLDATA and QIAGEN's Kits,Acral Melanoma
2601 Spitz Nevus,2601,20-23650,Scraping,Spitz Nevus,,"DMS-036,RMS-036",,,,Superficial Congenital Nevi
1469 Nevus,1469,20-25263A,,Nevus,,"SND-19,SNR-19",,Noel/Chenxu,,Sclerotic Nevi
1578 Local Recurrent-Met2,1578,20-26269A1,Scraping,Local Recurrent-Met2,,"AM2 D-425,AM2 D-426,AM2 D-427,AM2 D-428,AM2 D-429,AM2 R-425,AM2 R-426,AM2 R-427,AM2 R-428,AM2 R-429",,Noel/Chenxu,,Acral Melanoma
1580 Local Recurrent-Met3,1580,20-26269A1,Scraping,Local Recurrent-Met3,,"AM2 D-414,AM2 D-415,AM2 R-414,AM2 R-415",,Noel/Chenxu,,Acral Melanoma
1611 Normal,1611,20-26269A1,Scraping,Normal,,AM2 D-430,,Noel/Chenxu,,Acral Melanoma
1999 blue nevus with ovoid melanocytes,1999,20-026598,Scraping,blue nevus with ovoid melanocytes,,OM D-65,,Noel/Chenxu,,Oral Mucosal Melanoma
2025 Blue Nevus,2025,20-28273,Scraping,Blue Nevus,,"OM-26D,OM-26D-2",,Noel/Chenxu,,Oral Mucosal Melanoma
1604 Normal,1604,20-28721A1,Scraping,Normal,,"AM2 D-407,AM2 D-476,AM2 R-476",,Noel/Chenxu,,Acral Melanoma
1605 Metastatic Mel 1,1605,20-28721A1,Scraping,Metastatic Mel 1,,"AM2 D-408,AM2 R-408,AM2 D-477,AM2 R-477",,Noel/Chenxu,,Acral Melanoma
2155 Capture Area B1,2155,20-30233,,Capture Area B1,,,,,,Spatial Gene Expression
2303 Tumor,2303,20-30367,,Tumor,,"SCH D-01,SCH R-01",,,,
2603 Normal,2603,20-31361,Scraping,Normal,,DMS-037N,,,,Superficial Congenital Nevi
2602 Spitz Nevus,2602,20-31361,Scraping,Spitz Nevus,,"DMS-037,RMS-037",,,,Superficial Congenital Nevi
2200 Mel,2200,20-31447,,Mel,,"DNA-355,RNA-355",,,,Melanoma Epigenetics
2201 MIS,2201,20-31447,,MIS,,"DNA-356,RNA-356",,,,Melanoma Epigenetics
2202 Nevus,2202,20-31447,,Nevus,,"DNA-357,RNA-357",,,,Melanoma Epigenetics
2203 Normal,2203,20-31447,,Normal,,DNA-358,,,,Melanoma Epigenetics
1577 Met1,1577,20-33334A1,Scraping,Met1,,"AM2 D-383,AM2 D-384,AM2 D-385,AM2 D-386,AM2 R-383,AM2 R-384,AM2 R-385,AM2 R-386,AM2 R-387,AM2 D-387",,Noel/Chenxu,,Acral Melanoma
1488 Nevus,1488,20-34915,,Nevus,,"SND-28,SNR-28",,Noel/Chenxu,,Sclerotic Nevi
2604 Spitz Nevus,2604,20-35177,Scraping,Spitz Nevus,,"DMS-038,RMS-038",,,,Superficial Congenital Nevi
2605 Normal,2605,20-35177,Scraping,Normal,,"DMS-038N,RMS-038N",,,,Superficial Congenital Nevi
1480 Nevus,1480,20-36120,,Nevus,,"SND-20,SNR-20",,Noel/Chenxu,,Sclerotic Nevi
1484 Nevus,1484,20-36500A,,Nevus,,"SND-24,SNR-24",,Noel/Chenxu,,Sclerotic Nevi
2655 Invasive,2655,20-37211A,Scraping,Invasive,,,,,,Acral Melanoma
2656 MIS,2656,20-37211A,Scraping,MIS,,,,,,Acral Melanoma
2657 Normal,2657,20-37211I,Scraping,Normal,,AM2 D-557,,,,Acral Melanoma
2204 Mel,2204,20-43011,,Mel,,"DNA-359,RNA-359",,,,Melanoma Epigenetics
2206 Normal,2206,20-43011,,Normal,,DNA-363,,,,Melanoma Epigenetics
2205 Nevus,2205,20-43011,,Nevus,,"DNA-361,RNA-361",,,,Melanoma Epigenetics
1482 Nevus,1482,20-43801,,Nevus,,"SND-22,SNR-22",,Noel/Chenxu,,Sclerotic Nevi
2607 Normal,2607,20-43970,Scraping,Normal,,"DMS-039N,RMS-039N",,,,Superficial Congenital Nevi
2606 Spitz Nevus,2606,20-43970,Scraping,Spitz Nevus,,"DMS-039,RMS-039",,,,Superficial Congenital Nevi
1486 Nevus,1486,20-48331,,Nevus,,"SND-26,SNR-26,SND-38",,Noel/Chenxu,,Sclerotic Nevi
1485 Nevus,1485,20-48338A,,Nevus,,"SND-25,SNR-25",,Noel/Chenxu,,Sclerotic Nevi
1875 Compound Melanocytic Nevus,1875,20-52881,,Compound Melanocytic Nevus,,"LN D-069,LN R-069,LN D-116,LN R-116",,Noel/Chenxu,COMPOUND MELANOCYTIC NEVUS,Lentiginous Nevi
1876 Nevus,1876,20-52881,,Nevus,,"LN D-070,LN R-070,LN D-117,LN R-117",,Noel/Chenxu,,Lentiginous Nevi
2207 MIS,2207,20-53075B,,MIS,,"DNA-364,RNA-364",,,,Melanoma Epigenetics
2208 Nevus,2208,20-53075B,,Nevus,,"DNA-365,RNA-365",,,,Melanoma Epigenetics
2209 PRAME-positive Nevus,2209,20-53075B,,PRAME-positive Nevus,,"DNA-366,RNA-366",,,,Melanoma Epigenetics
2210 Normal,2210,20-53075B,,Normal,,DNA-367,,,,Melanoma Epigenetics
1487 Nevus,1487,20-57308,,Nevus,,"SND-27,SNR-27",,Noel/Chenxu,,Sclerotic Nevi
2610 Spitz Nevus,2610,20-57917,Scraping,Spitz Nevus,,"DMS-041,RMS-041",,,,Superficial Congenital Nevi
1877 Lentigo Simplex,1877,20-60575,,Lentigo Simplex,,"LN D-071,LN R-071,LN D-095,LN R-095,LN D-147,LN R-147",,Noel/Chenxu,"JUNCTIONAL MELANOCYTIC NEVUS, SO-CALLED CLARK'S OR DYSPLASTIC TYPE, INFLAMED, EXCISED IN PLANES OF SECTION EXAMINED",Lentiginous Nevi
1878 Junctional Melanocytic Nevus,1878,20-60575,,Junctional Melanocytic Nevus,,"LN D-072,LN R-072,LN D-096,LN R-096,LN D-148,LN R-148",,Noel/Chenxu,"JUNCTIONAL MELANOCYTIC NEVUS, SO-CALLED CLARK'S OR DYSPLASTIC TYPE, INFLAMED, EXCISED IN PLANES OF SECTION EXAMINED",Lentiginous Nevi
2051 Mel,2051,20-60974B,Scraping,Mel,,NM D-096,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2053 Mel,2053,20-60974B,Scraping,Mel,,NM D-098,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2052 Mel,2052,20-60974B,Scraping,Mel,,NM D-097,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2054 Normal,2054,20-60974B,Scraping,Normal,,NM D-099,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2611 Spitz Nevus,2611,20-64178,Scraping,Spitz Nevus,,DMS-042,,,,Superficial Congenital Nevi
2211 Mel,2211,20-79197A,,Mel,,"DNA-369,RNA-369",,,,Melanoma Epigenetics
2212 MIS,2212,20-79197A,,MIS,,"DNA-372,RNA-372",,,,Melanoma Epigenetics
2214 Normal,2214,20-79197A,,Normal,,DNA-374,,,,Melanoma Epigenetics
2213 Nevus,2213,20-79197A,,Nevus,,"DNA-373,RNA-373",,,,Melanoma Epigenetics
2493 Normal,2493,"""20-81257A
""",Scraping,Normal,,"LMM D-003,LMM R-003",,,,Lentigo Maligna Melanoma
2491 Invasive,2491,20-81257B,Scraping,Invasive,,"LMM D-001,LMM R-001",,,,Lentigo Maligna Melanoma
2492 MIS,2492,20-81257B,Scraping,MIS,,"LMM D-002,LMM R-002",,,,Lentigo Maligna Melanoma
2543 Normal,2543,20-82651A,Scraping,Normal,,KA D-17,,,,Keratoacanthoma
2544 Keratoacanthoma,2544,20-82651A,Scraping,Keratoacanthoma,,"KA D-18,KA R-18",,,,Keratoacanthoma
2545 Keratoacanthoma,2545,20-82651B,Scraping,Keratoacanthoma,,"KA D-19,KA R-19",,,,Keratoacanthoma
2546 Keratoacanthoma,2546,20-82651C,Scraping,Keratoacanthoma,,"KA D-20,KA R-20",,,,Keratoacanthoma
2547 Keratoacanthoma,2547,20-82651D,Scraping,Keratoacanthoma,,"KA D-21,KA R-21",,,,Keratoacanthoma
2548 Normal,2548,20-82651E,Scraping,Normal,,KA D-22,,,,Keratoacanthoma
2549 Keratoacanthoma,2549,20-82651E,Scraping,Keratoacanthoma,,"KA D-23,KA R-23",,,,Keratoacanthoma
2658 Invasive,2658,20-83082A3,Scraping,Invasive,,,,,,Acral Melanoma
2659 MIS1,2659,20-83082A3,Scraping,MIS1,,,,,,Acral Melanoma
2693 MIS2,2693,20-83082A3,Scraping,MIS2,,,,,,Acral Melanoma
2660 Normal,2660,20-83082B,Scraping,Normal,,AM2 D-560,,,,Acral Melanoma
2531 Normal,2531,20-91483A,Scraping,Normal,,KA D-05,,,,Keratoacanthoma
2532 Keratoacanthoma,2532,20-91483A,Scraping,Keratoacanthoma,,"KA D-06,KA R-06",,,,Keratoacanthoma
2534 Keratoacanthoma,2534,20-91483B,Scraping,Keratoacanthoma,,"KA D-08,KA R-08",,,,Keratoacanthoma
2533 Normal,2533,20-91483B,Scraping,Normal,,KA D-07,,,,Keratoacanthoma
2047 Mel,2047,20-91914A,Scraping,Mel,,NM D-092,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2048 Mel,2048,20-91914A,Scraping,Mel,,NM D-093,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2049 Mel,2049,20-91914A,Scraping,Mel,,NM D-094,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2050 Normal,2050,20-91914A,Scraping,Normal,,NM D-095,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
1481 Nevus,1481,20-92494,,Nevus,,"SND-21,SNR-21",,Noel/Chenxu,,Sclerotic Nevi
2559 Normal,2559,20-98774A,Scraping,Normal,,KA D-33,,,,Keratoacanthoma
2560 Keratoacanthoma,2560,20-98774A,Scraping,Keratoacanthoma,,"KA D-34,KA R-34",,,,Keratoacanthoma
2561 Keratoacanthoma,2561,20-98774B,Scraping,Keratoacanthoma,,"KA D-35,KA R-35",,,,Keratoacanthoma
2562 Normal,2562,20-98774D,Scraping,Normal,,KA D-36,,,,Keratoacanthoma
2470 MIS,2470,20-102366B1,,MIS,,"LMM D-023,LMM R-023",,,,Lentigo Maligna Melanoma
2469 Invasive,2469,20-102366B2,,Invasive,,"LMM D-022,LMM R-022",,,,Lentigo Maligna Melanoma
2598 Spitz Nevus,2598,20-103041,Scraping,Spitz Nevus,,"DMS-034,RMS-034",,,,Superficial Congenital Nevi
2554 Keratoacanthoma,2554,20-104213A,Scraping,Keratoacanthoma,,"KA D-28,KA R-28",,,,Keratoacanthoma
2553 Normal,2553,20-104213A,Scraping,Normal,,KA D-27,,,,Keratoacanthoma
2555 Normal,2555,20-104213B,Scraping,Normal,,KA D-29,,,,Keratoacanthoma
2556 Keratoacanthoma,2556,20-104213B,Scraping,Keratoacanthoma,,"KA D-30,KA R-30",,,,Keratoacanthoma
2044 Mel,2044,20-106642A,Scraping,Mel,,NM D-089,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2043 Mel,2043,20-106642A,Scraping,Mel,,NM D-088,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2045 Mel,2045,20-106642A,Scraping,Mel,,NM D-090,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2046 Normal,2046,20-106642A,Scraping,Normal,,NM D-091,,"Manthos,Noel,Boris Bastian",B:\HiSeqData_Noel_Chenxu\Nodular Melanoma Broad Samples\Manthos NM Images,Nodular Melanoma
2651 Invasive,2651,20-113547A2,Scraping,Invasive,,,,,,Acral Melanoma
2652 MIS1,2652,20-113547A2,Scraping,MIS1,,,,,,Acral Melanoma
2653 MIS2,2653,20-113547A3,Scraping,MIS2,,,,,,Acral Melanoma
2691 Invasive,2691,"20-113547A2,20-113547A3",Scraping,Invasive,,,,,,Acral Melanoma
2692 Invasive,2692,"20-113547A2,20-113547A3",Scraping,Invasive,,,,,,Acral Melanoma
2654 Normal,2654,20-113547C2,Scraping,Normal,,AM2 D-554,,,,Acral Melanoma
2498 MIS,2498,21-457B,Scraping,MIS,,"LMM D-008,LMM R-008",,,,Lentigo Maligna Melanoma
2497 Invasive,2497,21-457C,Scraping,Invasive,,"LMM D-007,LMM R-007",,,,Lentigo Maligna Melanoma
2233 Normal,2233,21-1134A,,Normal,,"DNA-403,RNA-403",,,,Melanoma Epigenetics
2223 Mel1,2223,21-2141,,Mel1,,"DNA-390,RNA-390",,,,Melanoma Epigenetics
2225 Nevus,2225,21-2141,,Nevus,,"DNA-392,RNA-392",,,,Melanoma Epigenetics
2224 Mel2,2224,21-2141,,Mel2,,"DNA-391,RNA-391",,,,Melanoma Epigenetics
2226 Normal,2226,21-2141,,Normal,,DNA-393,,,,Melanoma Epigenetics
2646 MIS,2646,21-4449A3,Scraping,MIS,,,,,,Acral Melanoma
2645 Invasive,2645,21-4449A5,Scraping,Invasive,,,,,,Acral Melanoma
2647 Normal,2647,21-4449B2,Scraping,Normal,,AM2 D-547,,,,Acral Melanoma
2496 Normal,2496,21-7055B1,Scraping,Normal,,"LMM D-006,LMM R-006",,,,Lentigo Maligna Melanoma
2494 Invasive,2494,21-7055B4,Scraping,Invasive,,"LMM D-004,LMM R-004",,,,Lentigo Maligna Melanoma
2495 MIS,2495,21-7055B6,Scraping,MIS,,"LMM D-005,LMM R-005",,,,Lentigo Maligna Melanoma
2242 Normal,2242,21-16708A,,Normal,,"DNA-419,RNA-419",,,,Melanoma Epigenetics
2501 MIS,2501,21-21304A1,Scraping,MIS,,"LMM D-011,LMM R-011",,,,Lentigo Maligna Melanoma
2500 Invasive,2500,21-21304A10,Scraping,Invasive,,"LMM D-010,LMM R-010",,,,Lentigo Maligna Melanoma
2499 Normal,2499,21-25546B2,Scraping,Normal,,"LMM D-009,LMM R-009",,,,Lentigo Maligna Melanoma
2502 Normal,2502,21-35943A,Scraping,Normal,,"LMM D-012,LMM R-012",,,,Lentigo Maligna Melanoma
2227 Mel,2227,21-41149,,Mel,,"DNA-394,RNA-394",,,,Melanoma Epigenetics
2228 Nevus,2228,21-41149,,Nevus,,"DNA-396,RNA-396",,,,Melanoma Epigenetics
2229 Normal,2229,21-41149,,Normal,,"DNA-397,DNA-420",,,,Melanoma Epigenetics
2231 MIS,2231,21-44171,,MIS,,"DNA-401,RNA-401",,,,Melanoma Epigenetics
2230 Mel,2230,21-44171,,Mel,,"DNA-399,RNA-399",,,,Melanoma Epigenetics
2232 Nevus,2232,21-44171,,Nevus,,"DNA-402,RNA-402",,,,Melanoma Epigenetics
2026 Intramucosal Nevus,2026,21-59477,Scraping,Intramucosal Nevus,,"OM-27D,OM-27D-2",,Noel/Chenxu,,Oral Mucosal Melanoma
2027 Intramucosal Nevus,2027,21-59483,Scraping,Intramucosal Nevus,,"OM-28D,OM-28D-2",,Noel/Chenxu,,Oral Mucosal Melanoma
1882 Lentigo Simplex,1882,21-59993A,,Lentigo Simplex,,"LN D-076,LN R-076,LN R-118,LN D-118",,Noel/Chenxu,"EVOLVING MELANOMA IN SITU, EXTENDING CLOSE TO THE EDGE OF THE SPECIMEN",Lentiginous Nevi
1883 Nevus,1883,21-59993A,,Nevus,,"LN D-077,LN R-077,LN R-119,LN D-119",,Noel/Chenxu,"EVOLVING MELANOMA IN SITU, EXTENDING CLOSE TO THE EDGE OF THE SPECIMEN",Lentiginous Nevi
1884 Mel,1884,21-59993A,,Mel,,"LN D-078,LN R-078,LN R-120,LN D-120",,Noel/Chenxu,"EVOLVING MELANOMA IN SITU, EXTENDING CLOSE TO THE EDGE OF THE SPECIMEN",Lentiginous Nevi
1890 Lentigo Simplex,1890,21-61319,,Lentigo Simplex,,"LN D-084,LN R-084,LN D-103,LN R-103,LN D-156,LN R-156",,Noel/Chenxu,LENTIGO SIMPLEX,Lentiginous Nevi
1891 Seborrheic Keratosis,1891,21-61319,,Seborrheic Keratosis,,"LN D-085,LN R-085,LN D-104,LN R-104,LN D-157,LN R-157",,Noel/Chenxu,SEBORRHEIC KERATOSIS,Lentiginous Nevi
1879 Lentigo Simplex,1879,21-61821,,Lentigo Simplex,,"LN D-073,LN R-073,LN D-097,LN R-097,LN D-149,LN R-149",,Noel/Chenxu,LENTIGINOUS JUNCTIONAL MELANOCYTIC NEVUS,Lentiginous Nevi
1880 Junctional Melanocytic Nevus,1880,21-61821,,Junctional Melanocytic Nevus,,"LN D-074,LN R-074,LN D-098,LN R-098,LN D-150,LN R-150",,Noel/Chenxu,LENTIGINOUS JUNCTIONAL MELANOCYTIC NEVUS,Lentiginous Nevi
1909 Compound Melanocytic Nevus,1909,21-062140A,,Compound Melanocytic Nevus,,"LN D-114,LN R-114,LN R-145,LN D-145",,,,Lentiginous Nevi
1910 Compound Melanocytic Nevus,1910,21-062140A,,Compound Melanocytic Nevus,,"LN D-115,LN R-115,LN R-146,LN D-146",,,,Lentiginous Nevi
2520 Normal,2520,21-62764,Scraping,Normal,,LMM D-039,,,,Lentigo Maligna Melanoma
